model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,company
1 Series,2017,18390,Automatic,4237,Petrol,145,54.3,1.5,BMW
3 Series,2016,17998,Semi-Auto,23106,Hybrid,0,134.5,2.0,BMW
X2,2020,29990,Semi-Auto,5,Petrol,145,42.8,1.5,BMW
M4,2020,45990,Semi-Auto,6,Petrol,145,34.0,3.0,BMW
X3,2015,19990,Semi-Auto,53700,Diesel,145,54.3,2.0,BMW
2 Series,2018,31990,Semi-Auto,99,Petrol,145,38.2,3.0,BMW
X1,2019,23980,Manual,2953,Petrol,145,51.4,1.5,BMW
1 Series,2016,11499,Semi-Auto,46327,Diesel,0,78.5,1.5,BMW
1 Series,2017,14999,Manual,32082,Diesel,145,70.6,1.5,BMW
3 Series,2015,10999,Automatic,90018,Diesel,20,70.6,2.0,BMW
1 Series,2018,12291,Manual,45228,Diesel,145,72.4,1.5,BMW
1 Series,2016,14830,Semi-Auto,18095,Diesel,30,65.7,2.0,BMW
1 Series,2016,12760,Manual,27759,Diesel,30,65.7,2.0,BMW
1 Series,2013,7131,Manual,73919,Diesel,30,65.7,2.0,BMW
4 Series,2019,24975,Semi-Auto,5866,Diesel,145,65.7,2.0,BMW
5 Series,2019,26350,Semi-Auto,3623,Diesel,145,65.7,2.0,BMW
1 Series,2016,12475,Manual,17550,Petrol,30,56.5,1.5,BMW
1 Series,2019,23780,Semi-Auto,5939,Petrol,145,40.4,1.5,BMW
3 Series,2019,24990,Manual,4850,Diesel,145,64.2,2.0,BMW
2 Series,2019,21945,Semi-Auto,10086,Petrol,145,47.9,2.0,BMW
X1,2013,12490,Manual,33584,Diesel,165,51.4,2.0,BMW
3 Series,2016,14990,Manual,33201,Petrol,150,48.7,2.0,BMW
X1,2016,17998,Semi-Auto,38565,Diesel,145,55.4,2.0,BMW
2 Series,2018,17498,Semi-Auto,18970,Petrol,145,51.4,1.5,BMW
5 Series,2015,16998,Semi-Auto,31322,Diesel,145,53.3,3.0,BMW
3 Series,2015,16298,Semi-Auto,22867,Diesel,145,56.5,3.0,BMW
3 Series,2019,24498,Semi-Auto,14897,Diesel,145,52.3,2.0,BMW
2 Series,2020,21890,Semi-Auto,11,Petrol,145,50.4,1.5,BMW
2 Series,2020,22980,Manual,10,Petrol,145,47.1,1.5,BMW
4 Series,2020,26990,Semi-Auto,5,Diesel,145,65.7,2.0,BMW
6 Series,2020,36850,Semi-Auto,6,Diesel,145,53.3,3.0,BMW
5 Series,2020,26990,Semi-Auto,13,Petrol,145,50.4,2.0,BMW
1 Series,2016,12990,Manual,22700,Diesel,20,72.4,1.5,BMW
1 Series,2016,12990,Semi-Auto,25843,Petrol,30,55.5,1.5,BMW
1 Series,2016,19290,Semi-Auto,32233,Petrol,200,39.8,3.0,BMW
2 Series,2019,23480,Manual,1500,Petrol,145,42.8,1.5,BMW
5 Series,2019,29980,Semi-Auto,1500,Petrol,145,50.4,2.0,BMW
4 Series,2019,30980,Semi-Auto,2649,Petrol,145,41.5,3.0,BMW
3 Series,2019,31450,Semi-Auto,4460,Petrol,145,40.9,2.0,BMW
3 Series,2019,24990,Manual,4293,Diesel,145,64.2,2.0,BMW
3 Series,2019,23990,Manual,5996,Diesel,145,67.3,2.0,BMW
3 Series,2019,29450,Semi-Auto,4250,Diesel,145,53.3,2.0,BMW
5 Series,2019,31875,Semi-Auto,15,Petrol,145,48.7,2.0,BMW
4 Series,2019,23980,Semi-Auto,14,Petrol,145,45.6,2.0,BMW
3 Series,2017,17990,Semi-Auto,28589,Diesel,145,62.8,2.0,BMW
4 Series,2019,29980,Semi-Auto,1737,Diesel,145,53.3,3.0,BMW
3 Series,2020,23990,Manual,18,Diesel,145,56.5,2.0,BMW
3 Series,2019,28450,Semi-Auto,7350,Diesel,145,48.7,2.0,BMW
5 Series,2019,26350,Semi-Auto,3753,Diesel,145,65.7,2.0,BMW
5 Series,2019,26350,Semi-Auto,7106,Diesel,145,65.7,2.0,BMW
X1,2019,25450,Semi-Auto,5269,Petrol,145,40.9,1.5,BMW
4 Series,2016,15957,Manual,33805,Diesel,30,62.8,2.0,BMW
1 Series,2018,15224,Manual,12102,Petrol,145,37.7,1.5,BMW
3 Series,2019,24450,Manual,2323,Diesel,145,54.3,2.0,BMW
3 Series,2019,24450,Manual,3340,Diesel,145,54.3,2.0,BMW
5 Series,2020,36850,Semi-Auto,13,Hybrid,145,44.8,2.0,BMW
X4,2019,37980,Semi-Auto,10797,Diesel,145,40.4,3.0,BMW
M4,2019,48940,Semi-Auto,12,Petrol,145,32.5,3.0,BMW
M4,2019,41945,Semi-Auto,12,Petrol,145,34.0,3.0,BMW
X4,2019,35480,Semi-Auto,13142,Diesel,145,42.8,2.0,BMW
5 Series,2019,29450,Semi-Auto,5325,Diesel,145,60.1,2.0,BMW
3 Series,2019,29990,Semi-Auto,8235,Diesel,145,48.7,2.0,BMW
3 Series,2019,28450,Semi-Auto,8349,Petrol,145,43.5,2.0,BMW
4 Series,2019,24975,Semi-Auto,5022,Diesel,145,65.7,2.0,BMW
4 Series,2019,24975,Semi-Auto,11736,Diesel,145,65.7,2.0,BMW
5 Series,2020,31990,Semi-Auto,10,Petrol,145,50.4,2.0,BMW
5 Series,2020,32850,Semi-Auto,9,Hybrid,145,47.9,2.0,BMW
Z4,2020,35850,Semi-Auto,5,Petrol,145,37.2,2.0,BMW
Z4,2020,33450,Semi-Auto,5,Petrol,145,38.7,2.0,BMW
3 Series,2020,24490,Manual,5,Diesel,145,56.5,2.0,BMW
2 Series,2020,22990,Manual,12,Diesel,145,60.1,2.0,BMW
3 Series,2020,41990,Semi-Auto,9,Petrol,145,34.9,3.0,BMW
X1,2019,24980,Manual,3730,Petrol,145,49.6,1.5,BMW
X1,2019,28790,Semi-Auto,3740,Petrol,145,44.8,2.0,BMW
2 Series,2019,21945,Semi-Auto,8377,Petrol,145,47.9,2.0,BMW
4 Series,2019,24740,Semi-Auto,11,Petrol,145,48.7,2.0,BMW
5 Series,2015,16990,Semi-Auto,34250,Diesel,30,62.8,2.0,BMW
1 Series,2020,24980,Semi-Auto,5000,Petrol,145,42.8,1.5,BMW
4 Series,2016,16730,Manual,17309,Diesel,30,62.8,2.0,BMW
1 Series,2014,15965,Manual,30000,Petrol,305,35.3,3.0,BMW
4 Series,2015,17465,Semi-Auto,40500,Diesel,150,55.4,3.0,BMW
2 Series,2018,19240,Automatic,13077,Petrol,145,47.9,2.0,BMW
X1,2017,15300,Manual,55426,Diesel,125,58.9,2.0,BMW
3 Series,2018,18650,Semi-Auto,29751,Diesel,145,60.1,2.0,BMW
X1,2013,8562,Manual,67932,Diesel,165,51.4,2.0,BMW
4 Series,2014,14999,Semi-Auto,15056,Petrol,160,44.8,2.0,BMW
1 Series,2017,14780,Manual,23552,Diesel,145,72.4,1.5,BMW
M4,2019,45475,Semi-Auto,24,Petrol,145,34.0,3.0,BMW
3 Series,2019,31450,Semi-Auto,4568,Petrol,145,41.5,2.0,BMW
1 Series,2019,16950,Semi-Auto,12345,Diesel,145,74.3,2.0,BMW
3 Series,2019,25750,Semi-Auto,12647,Diesel,145,52.3,2.0,BMW
3 Series,2019,25750,Semi-Auto,10568,Diesel,145,52.3,2.0,BMW
X5,2019,46950,Semi-Auto,7246,Diesel,145,37.7,3.0,BMW
1 Series,2017,18480,Semi-Auto,14193,Petrol,145,54.3,1.5,BMW
5 Series,2019,26350,Semi-Auto,5453,Diesel,145,65.7,2.0,BMW
2 Series,2020,22450,Manual,10,Diesel,145,64.2,2.0,BMW
3 Series,2020,29990,Semi-Auto,12,Diesel,145,49.6,2.0,BMW
3 Series,2020,23850,Semi-Auto,15,Petrol,145,42.2,2.0,BMW
Z4,2020,28990,Semi-Auto,5,Petrol,145,38.2,2.0,BMW
4 Series,2020,37450,Semi-Auto,11,Diesel,145,47.9,3.0,BMW
Z4,2020,30990,Semi-Auto,10,Petrol,145,38.7,2.0,BMW
Z4,2020,30990,Semi-Auto,12,Petrol,145,38.7,2.0,BMW
3 Series,2017,19895,Semi-Auto,11700,Diesel,145,64.2,2.0,BMW
3 Series,2019,23980,Semi-Auto,4063,Diesel,145,62.8,2.0,BMW
3 Series,2019,29990,Manual,10,Diesel,145,54.3,2.0,BMW
2 Series,2019,21480,Semi-Auto,1850,Petrol,145,50.4,1.5,BMW
M2,2019,47980,Semi-Auto,100,Petrol,145,29.1,3.0,BMW
4 Series,2019,22480,Semi-Auto,4020,Diesel,145,60.1,2.0,BMW
2 Series,2019,20980,Semi-Auto,4691,Diesel,145,47.1,2.0,BMW
5 Series,2019,28990,Semi-Auto,5471,Petrol,145,48.7,2.0,BMW
5 Series,2019,31880,Semi-Auto,4669,Diesel,145,60.1,3.0,BMW
3 Series,2019,31450,Semi-Auto,4682,Petrol,145,40.9,2.0,BMW
2 Series,2019,23975,Manual,10,Diesel,145,60.1,2.0,BMW
2 Series,2019,23940,Semi-Auto,9,Diesel,145,62.8,2.0,BMW
5 Series,2019,31875,Semi-Auto,12,Petrol,145,48.7,2.0,BMW
2 Series,2017,19480,Semi-Auto,14612,Diesel,145,55.4,2.0,BMW
1 Series,2016,16280,Semi-Auto,5796,Petrol,125,54.3,1.5,BMW
4 Series,2019,26950,Semi-Auto,500,Diesel,145,65.7,2.0,BMW
3 Series,2017,17980,Semi-Auto,13350,Petrol,145,51.4,2.0,BMW
X2,2019,44980,Semi-Auto,500,Diesel,145,58.9,2.0,BMW
4 Series,2019,25990,Semi-Auto,11,Diesel,145,58.9,2.0,BMW
3 Series,2019,24990,Manual,4229,Diesel,145,64.2,2.0,BMW
X1,2017,21250,Semi-Auto,17961,Petrol,165,44.8,2.0,BMW
2 Series,2017,21000,Semi-Auto,29484,Petrol,145,39.8,3.0,BMW
X3,2019,31000,Semi-Auto,6981,Petrol,145,30.4,2.0,BMW
4 Series,2019,25000,Semi-Auto,8592,Diesel,145,65.7,2.0,BMW
3 Series,2019,20900,Semi-Auto,30243,Petrol,145,48.7,2.0,BMW
X3,2018,30000,Semi-Auto,71587,Diesel,145,54.3,2.0,BMW
1 Series,2016,11250,Manual,35447,Diesel,20,68.9,2.0,BMW
5 Series,2014,12891,Semi-Auto,72000,Diesel,125,57.6,2.0,BMW
4 Series,2017,15991,Semi-Auto,37847,Diesel,150,65.7,2.0,BMW
2 Series,2016,16195,Automatic,23594,Hybrid,0,141.2,1.5,BMW
X1,2016,17980,Semi-Auto,39004,Petrol,160,44.8,2.0,BMW
4 Series,2018,20991,Manual,11455,Petrol,150,46.3,2.0,BMW
6 Series,2014,17791,Semi-Auto,45012,Diesel,165,49.6,3.0,BMW
1 Series,2015,11711,Manual,40560,Diesel,125,57.6,2.0,BMW
7 Series,2016,23995,Semi-Auto,23600,Petrol,200,41.5,3.0,BMW
4 Series,2016,15650,Manual,34236,Petrol,160,46.3,2.0,BMW
1 Series,2017,14397,Manual,9243,Petrol,145,52.3,1.5,BMW
1 Series,2017,11650,Manual,29116,Diesel,145,83.1,1.5,BMW
1 Series,2017,14420,Manual,17357,Diesel,20,70.6,1.5,BMW
4 Series,2018,21980,Semi-Auto,10146,Diesel,145,65.7,2.0,BMW
7 Series,2019,50980,Semi-Auto,7606,Diesel,145,44.8,3.0,BMW
X1,2019,25745,Semi-Auto,4928,Diesel,145,60.1,2.0,BMW
4 Series,2020,32950,Semi-Auto,10,Petrol,145,41.5,3.0,BMW
4 Series,2020,27950,Semi-Auto,10,Petrol,145,45.6,2.0,BMW
4 Series,2020,27950,Manual,10,Diesel,145,62.8,2.0,BMW
4 Series,2020,26950,Semi-Auto,10,Petrol,145,48.7,2.0,BMW
1 Series,2016,13984,Manual,15445,Petrol,125,52.3,1.5,BMW
5 Series,2016,14280,Automatic,52889,Diesel,30,62.8,2.0,BMW
3 Series,2016,12600,Manual,19800,Petrol,125,52.3,1.5,BMW
3 Series,2015,13391,Manual,62354,Diesel,125,58.9,2.0,BMW
X3,2017,23991,Semi-Auto,17205,Diesel,150,54.3,2.0,BMW
3 Series,2015,11491,Manual,55700,Diesel,125,60.1,2.0,BMW
X5,2019,47480,Semi-Auto,5209,Diesel,145,37.7,3.0,BMW
5 Series,2015,12393,Semi-Auto,80582,Diesel,30,62.8,2.0,BMW
i3,2016,19490,Automatic,8421,Hybrid,0,470.8,0.0,BMW
2 Series,2015,13521,Semi-Auto,55001,Diesel,20,68.9,2.0,BMW
1 Series,2017,14995,Manual,13472,Diesel,145,65.7,2.0,BMW
3 Series,2018,19498,Semi-Auto,32723,Petrol,150,48.7,2.0,BMW
4 Series,2018,23798,Semi-Auto,8781,Diesel,145,55.4,3.0,BMW
2 Series,2019,19741,Manual,4500,Petrol,150,52.3,1.5,BMW
1 Series,2017,20491,Manual,12000,Petrol,150,36.2,3.0,BMW
1 Series,2016,18991,Semi-Auto,16279,Petrol,240,37.7,3.0,BMW
1 Series,2015,13091,Manual,35000,Diesel,30,65.7,2.0,BMW
1 Series,2018,14491,Semi-Auto,28542,Diesel,150,48.7,1.5,BMW
X1,2018,21991,Semi-Auto,27713,Diesel,150,60.1,2.0,BMW
7 Series,2014,14798,Semi-Auto,60697,Diesel,160,50.4,3.0,BMW
3 Series,2016,16498,Semi-Auto,22489,Hybrid,0,148.7,2.0,BMW
3 Series,2015,13798,Semi-Auto,59936,Diesel,125,58.9,2.0,BMW
1 Series,2016,14195,Semi-Auto,38094,Diesel,30,65.7,2.0,BMW
4 Series,2020,42194,Semi-Auto,101,Petrol,145,39.2,3.0,BMW
5 Series,2016,17330,Semi-Auto,31570,Diesel,30,62.8,2.0,BMW
1 Series,2016,13250,Manual,26625,Petrol,125,53.3,1.5,BMW
2 Series,2016,17699,Semi-Auto,32746,Petrol,265,37.2,3.0,BMW
4 Series,2020,36902,Semi-Auto,101,Diesel,145,58.9,2.0,BMW
X2,2020,28279,Semi-Auto,101,Diesel,145,50.4,2.0,BMW
X2,2020,30413,Semi-Auto,101,Petrol,145,39.2,2.0,BMW
1 Series,2020,31016,Semi-Auto,101,Diesel,145,48.7,2.0,BMW
M4,2020,51402,Semi-Auto,101,Petrol,145,34.0,3.0,BMW
3 Series,2020,35158,Semi-Auto,101,Diesel,145,48.7,2.0,BMW
3 Series,2020,36402,Semi-Auto,101,Petrol,145,40.4,2.0,BMW
Z4,2020,37975,Semi-Auto,101,Petrol,145,38.7,2.0,BMW
3 Series,2019,21000,Semi-Auto,10959,Diesel,145,64.2,2.0,BMW
5 Series,2018,29500,Semi-Auto,9629,Diesel,145,56.5,3.0,BMW
X5,2016,26520,Automatic,59000,Diesel,200,47.1,3.0,BMW
3 Series,2018,19992,Semi-Auto,32456,Diesel,145,62.8,2.0,BMW
2 Series,2017,21012,Semi-Auto,36367,Petrol,200,39.8,3.0,BMW
2 Series,2017,21726,Semi-Auto,24442,Petrol,145,39.8,3.0,BMW
1 Series,2016,13158,Semi-Auto,31218,Diesel,20,70.6,2.0,BMW
5 Series,2015,15189,Semi-Auto,54636,Diesel,125,60.1,2.0,BMW
1 Series,2016,12741,Manual,42500,Diesel,20,68.9,2.0,BMW
3 Series,2016,19300,Semi-Auto,13500,Hybrid,0,134.5,2.0,BMW
X3,2019,39991,Semi-Auto,1266,Diesel,145,54.3,2.0,BMW
1 Series,2015,14644,Manual,31900,Diesel,30,62.8,2.0,BMW
3 Series,2018,21560,Semi-Auto,36646,Diesel,145,53.3,3.0,BMW
X3,2015,19498,Semi-Auto,30256,Diesel,145,54.3,2.0,BMW
1 Series,2017,21798,Semi-Auto,12967,Petrol,200,39.8,3.0,BMW
3 Series,2018,20498,Semi-Auto,19620,Petrol,145,48.7,2.0,BMW
3 Series,2016,15498,Semi-Auto,13377,Petrol,125,51.4,2.0,BMW
3 Series,2018,20298,Semi-Auto,26751,Petrol,145,48.7,2.0,BMW
3 Series,2018,20998,Semi-Auto,14486,Petrol,150,48.7,2.0,BMW
X4,2019,38000,Semi-Auto,15118,Petrol,150,26.9,3.0,BMW
X5,2018,37500,Automatic,6836,Diesel,150,47.1,3.0,BMW
4 Series,2016,18000,Automatic,15788,Diesel,30,65.7,2.0,BMW
X5,2019,43750,Semi-Auto,10829,Diesel,145,37.7,3.0,BMW
3 Series,2016,19895,Semi-Auto,26200,Diesel,165,51.4,3.0,BMW
2 Series,2018,17798,Semi-Auto,9816,Petrol,150,38.2,2.0,BMW
3 Series,2017,14595,Automatic,24624,Petrol,145,51.4,2.0,BMW
3 Series,2019,28361,Semi-Auto,13547,Petrol,145,42.2,2.0,BMW
2 Series,2019,27416,Semi-Auto,2171,Diesel,145,64.2,2.0,BMW
5 Series,2017,22850,Semi-Auto,20951,Diesel,125,60.1,2.0,BMW
1 Series,2017,16250,Semi-Auto,35332,Diesel,150,60.1,2.0,BMW
5 Series,2019,40985,Semi-Auto,7998,Petrol,145,50.4,2.0,BMW
X2,2019,29000,Semi-Auto,3351,Petrol,145,39.2,2.0,BMW
2 Series,2019,21300,Manual,2455,Diesel,145,51.4,2.0,BMW
X1,2019,31200,Semi-Auto,2517,Diesel,145,36.7,2.0,BMW
Z4,2019,34890,Semi-Auto,156,Petrol,145,38.7,2.0,BMW
X2,2019,33800,Semi-Auto,4291,Petrol,145,34.0,2.0,BMW
2 Series,2019,21600,Manual,1455,Diesel,145,51.4,2.0,BMW
3 Series,2019,25330,Semi-Auto,2307,Diesel,145,65.7,2.0,BMW
3 Series,2016,14230,Manual,57736,Petrol,145,47.9,2.0,BMW
X1,2019,30920,Manual,5234,Diesel,145,68.9,2.0,BMW
4 Series,2018,20750,Semi-Auto,7261,Diesel,145,60.1,2.0,BMW
X4,2019,38500,Semi-Auto,10802,Diesel,145,37.2,3.0,BMW
7 Series,2019,48782,Semi-Auto,101,Diesel,145,41.5,3.0,BMW
5 Series,2019,42650,Semi-Auto,101,Petrol,145,50.4,2.0,BMW
3 Series,2016,22500,Semi-Auto,24079,Diesel,205,49.6,3.0,BMW
3 Series,2015,15000,Semi-Auto,47773,Diesel,125,58.9,2.0,BMW
4 Series,2019,24250,Automatic,5758,Diesel,145,65.7,2.0,BMW
3 Series,2019,24000,Automatic,12473,Diesel,145,52.3,2.0,BMW
X5,2019,53500,Automatic,6601,Diesel,145,33.6,3.0,BMW
3 Series,2019,27850,Automatic,2965,Diesel,145,52.3,2.0,BMW
3 Series,2018,22900,Semi-Auto,27800,Petrol,145,48.7,2.0,BMW
4 Series,2019,25900,Semi-Auto,12202,Petrol,145,48.7,2.0,BMW
5 Series,2019,42400,Semi-Auto,101,Petrol,145,50.4,2.0,BMW
7 Series,2019,50390,Semi-Auto,2218,Petrol,145,33.6,3.0,BMW
7 Series,2019,46500,Semi-Auto,6249,Diesel,145,42.2,3.0,BMW
3 Series,2019,23298,Semi-Auto,15221,Diesel,145,62.8,2.0,BMW
X1,2016,14998,Manual,52422,Diesel,125,58.9,2.0,BMW
X1,2017,21350,Automatic,17877,Diesel,145,60.1,2.0,BMW
2 Series,2019,21500,Manual,6649,Petrol,145,42.2,1.5,BMW
7 Series,2019,52900,Semi-Auto,2919,Diesel,145,41.5,3.0,BMW
3 Series,2018,21397,Semi-Auto,5034,Diesel,145,62.8,2.0,BMW
2 Series,2019,26991,Manual,103,Diesel,145,51.4,2.0,BMW
2 Series,2019,27990,Semi-Auto,1614,Diesel,145,49.6,2.0,BMW
2 Series,2019,28361,Semi-Auto,101,Petrol,145,50.4,2.0,BMW
3 Series,2016,13298,Semi-Auto,62655,Diesel,30,64.2,2.0,BMW
4 Series,2016,19444,Semi-Auto,55297,Diesel,160,50.4,3.0,BMW
X1,2017,21250,Semi-Auto,17962,Petrol,165,44.8,2.0,BMW
5 Series,2017,26500,Automatic,17766,Diesel,145,60.1,3.0,BMW
2 Series,2018,19000,Semi-Auto,9641,Petrol,145,38.2,2.0,BMW
3 Series,2019,26750,Semi-Auto,4327,Diesel,145,53.3,3.0,BMW
3 Series,2018,19900,Semi-Auto,12030,Diesel,145,64.2,2.0,BMW
3 Series,2017,14558,Semi-Auto,28487,Petrol,125,54.3,1.5,BMW
X1,2016,16650,Semi-Auto,27843,Diesel,30,65.7,2.0,BMW
3 Series,2019,37991,Semi-Auto,7447,Petrol,150,34.9,3.0,BMW
X5,2017,33991,Automatic,32771,Diesel,145,47.1,3.0,BMW
X4,2019,38500,Semi-Auto,12733,Diesel,150,37.2,3.0,BMW
2 Series,2017,16991,Manual,20626,Diesel,30,62.8,2.0,BMW
M3,2017,37591,Semi-Auto,15770,Petrol,305,34.0,3.0,BMW
X7,2019,65050,Semi-Auto,3192,Diesel,145,33.6,3.0,BMW
5 Series,2019,28800,Semi-Auto,5360,Diesel,145,65.7,2.0,BMW
3 Series,2019,29480,Semi-Auto,2228,Diesel,145,52.3,2.0,BMW
1 Series,2019,16980,Manual,12,Diesel,145,68.9,2.0,BMW
4 Series,2019,24785,Semi-Auto,2924,Petrol,145,48.7,2.0,BMW
4 Series,2016,18490,Semi-Auto,38692,Diesel,30,65.7,2.0,BMW
3 Series,2018,19490,Semi-Auto,28816,Petrol,150,48.7,2.0,BMW
3 Series,2019,26260,Semi-Auto,14612,Petrol,145,41.5,3.0,BMW
X5,2016,30991,Automatic,14286,Diesel,200,47.1,3.0,BMW
3 Series,2015,14531,Semi-Auto,41330,Diesel,125,61.4,2.0,BMW
X5,2017,37500,Automatic,11261,Diesel,145,42.8,3.0,BMW
2 Series,2017,17858,Automatic,28561,Hybrid,0,135.5,1.5,BMW
7 Series,2016,29240,Semi-Auto,20619,Diesel,145,54.3,3.0,BMW
1 Series,2017,19991,Manual,20302,Petrol,145,36.2,3.0,BMW
3 Series,2019,27480,Manual,18,Diesel,145,54.3,2.0,BMW
4 Series,2019,29840,Semi-Auto,6011,Diesel,145,60.1,2.0,BMW
2 Series,2019,21480,Manual,3347,Diesel,145,61.4,2.0,BMW
2 Series,2019,19980,Manual,1900,Petrol,145,42.8,1.5,BMW
2 Series,2019,19980,Manual,10,Petrol,145,42.8,1.5,BMW
X1,2019,25780,Semi-Auto,4224,Diesel,145,60.1,2.0,BMW
3 Series,2019,27480,Manual,4398,Diesel,145,54.3,2.0,BMW
2 Series,2020,21890,Semi-Auto,11,Petrol,150,50.4,1.5,BMW
3 Series,2019,26498,Semi-Auto,17794,Diesel,145,48.7,2.0,BMW
1 Series,2016,11491,Manual,36200,Diesel,0,83.1,1.5,BMW
1 Series,2013,15991,Semi-Auto,50039,Petrol,235,37.7,3.0,BMW
3 Series,2015,15991,Semi-Auto,48000,Diesel,150,53.3,3.0,BMW
5 Series,2018,29991,Semi-Auto,12000,Diesel,150,60.1,3.0,BMW
4 Series,2015,15991,Manual,28000,Petrol,165,44.8,2.0,BMW
X3,2019,33990,Semi-Auto,3440,Diesel,150,54.3,2.0,BMW
X3,2019,38990,Semi-Auto,5656,Diesel,150,36.7,3.0,BMW
3 Series,2020,30940,Semi-Auto,1586,Diesel,150,50.4,2.0,BMW
2 Series,2019,22990,Manual,8567,Diesel,150,51.4,2.0,BMW
1 Series,2020,29950,Semi-Auto,3422,Diesel,150,48.7,2.0,BMW
3 Series,2017,20990,Semi-Auto,6971,Diesel,125,60.1,2.0,BMW
X1,2017,19990,Semi-Auto,18754,Diesel,150,65.7,2.0,BMW
Z4,2020,33850,Semi-Auto,5,Petrol,150,38.7,2.0,BMW
3 Series,2014,13990,Semi-Auto,29046,Diesel,30,62.8,2.0,BMW
2 Series,2017,18990,Semi-Auto,31208,Diesel,150,65.7,2.0,BMW
M4,2020,48950,Semi-Auto,17,Petrol,150,32.5,3.0,BMW
5 Series,2020,26990,Semi-Auto,14,Petrol,150,50.4,2.0,BMW
2 Series,2016,14490,Semi-Auto,40115,Diesel,30,64.2,2.0,BMW
3 Series,2015,13990,Semi-Auto,45116,Petrol,150,47.9,2.0,BMW
5 Series,2019,32990,Semi-Auto,4716,Diesel,150,53.3,3.0,BMW
2 Series,2019,20840,Semi-Auto,6050,Petrol,150,50.4,1.5,BMW
1 Series,2017,15450,Semi-Auto,19383,Diesel,150,72.4,1.5,BMW
1 Series,2017,20990,Semi-Auto,25249,Diesel,150,61.4,2.0,BMW
5 Series,2019,25490,Semi-Auto,5656,Petrol,150,50.4,2.0,BMW
3 Series,2019,37490,Semi-Auto,9565,Petrol,150,34.9,3.0,BMW
5 Series,2020,42124,Semi-Auto,101,Petrol,145,39.2,3.0,BMW
X6,2016,27750,Semi-Auto,38680,Diesel,200,47.1,3.0,BMW
X3,2019,31200,Semi-Auto,17173,Petrol,145,30.4,2.0,BMW
4 Series,2019,34885,Semi-Auto,4883,Diesel,145,60.1,2.0,BMW
1 Series,2019,32760,Semi-Auto,2690,Petrol,145,34.5,2.0,BMW
4 Series,2019,22690,Semi-Auto,4940,Diesel,150,65.7,2.0,BMW
4 Series,2019,22490,Semi-Auto,7949,Diesel,150,65.7,2.0,BMW
X3,2020,32490,Semi-Auto,6565,Diesel,150,54.3,2.0,BMW
2 Series,2018,18990,Semi-Auto,13600,Petrol,150,38.2,2.0,BMW
3 Series,2017,20030,Semi-Auto,44751,Petrol,145,48.7,2.0,BMW
4 Series,2017,20385,Semi-Auto,19221,Diesel,145,65.7,2.0,BMW
3 Series,2018,21420,Semi-Auto,21328,Diesel,145,60.1,2.0,BMW
4 Series,2016,19972,Semi-Auto,15705,Petrol,145,48.7,2.0,BMW
4 Series,2018,21216,Semi-Auto,11685,Diesel,145,65.7,2.0,BMW
3 Series,2019,20298,Manual,6018,Diesel,145,64.2,2.0,BMW
4 Series,2019,32087,Semi-Auto,1678,Diesel,145,65.7,2.0,BMW
X3,2019,34991,Semi-Auto,2549,Diesel,145,54.3,2.0,BMW
3 Series,2016,16200,Semi-Auto,17252,Diesel,30,62.8,2.0,BMW
X4,2020,49481,Semi-Auto,101,Diesel,145,37.2,3.0,BMW
X4,2020,41904,Semi-Auto,101,Diesel,145,42.8,2.0,BMW
1 Series,2020,26991,Semi-Auto,5,Petrol,145,40.4,1.5,BMW
3 Series,2017,17991,Semi-Auto,48356,Diesel,30,64.2,2.0,BMW
4 Series,2019,21990,Semi-Auto,9654,Diesel,150,65.7,2.0,BMW
4 Series,2019,24490,Manual,9232,Petrol,150,42.8,2.0,BMW
4 Series,2019,23490,Semi-Auto,8175,Diesel,150,65.7,2.0,BMW
X2,2020,34990,Semi-Auto,10,Petrol,150,34.0,2.0,BMW
Z4,2020,30990,Semi-Auto,100,Petrol,150,38.7,2.0,BMW
3 Series,2020,28990,Semi-Auto,14,Diesel,150,50.4,2.0,BMW
5 Series,2019,35840,Semi-Auto,11,Diesel,145,53.3,3.0,BMW
4 Series,2015,16990,Semi-Auto,24450,Petrol,205,42.8,2.0,BMW
5 Series,2018,31490,Semi-Auto,11798,Petrol,150,39.2,3.0,BMW
3 Series,2015,16990,Semi-Auto,29706,Diesel,30,62.8,2.0,BMW
1 Series,2017,14950,Manual,13971,Diesel,150,68.9,2.0,BMW
X3,2017,22490,Semi-Auto,13697,Diesel,150,54.3,2.0,BMW
2 Series,2016,14990,Semi-Auto,16685,Petrol,125,53.3,1.5,BMW
2 Series,2017,14990,Manual,14643,Petrol,125,52.3,1.5,BMW
X7,2020,77990,Semi-Auto,5656,Diesel,150,31.4,3.0,BMW
X6,2020,67990,Semi-Auto,5656,Diesel,150,33.2,3.0,BMW
X7,2019,77880,Semi-Auto,6506,Diesel,150,31.4,3.0,BMW
5 Series,2020,27990,Semi-Auto,9,Petrol,150,36.2,2.0,BMW
3 Series,2020,24990,Semi-Auto,22,Diesel,150,54.3,2.0,BMW
2 Series,2020,21890,Semi-Auto,10,Petrol,150,50.4,1.5,BMW
5 Series,2020,26990,Semi-Auto,6,Petrol,145,52.3,2.0,BMW
3 Series,2017,17490,Semi-Auto,18138,Diesel,145,64.2,2.0,BMW
M4,2016,30490,Semi-Auto,38422,Petrol,300,34.0,3.0,BMW
